StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Unspecified,Expanded,Age,Gender,Gender_3_TEXT,Employment,Employment_9_TEXT,SESLadder,PROLIFIC_PID,STUDY_ID,SESSION_ID
2022-12-08 15:21:58,2022-12-08 15:22:26,IP Address,98.118.105.29,100,28,True,2022-12-08 15:22:27,R_3Pe50z1ZpIYQ9sg,,,,,42.4597,-71.0638,anonymous,EN,Help a colleague or friend with a company project,,59,Male,,Working - as a full-time paid employee,,4,5dcea4c3bc83380fe65dba2a,63924b2f5e5b8d415146515f,639271917c5b26a3343c1de0
2022-12-08 15:21:41,2022-12-08 15:22:29,IP Address,152.117.104.226,100,47,True,2022-12-08 15:22:29,R_rkwuSwbnmWMIQhP,,,,,42.0373,-93.6005,anonymous,EN,,Work on a company project that may help you advance your career,44,Male,,Working - as a full-time paid employee,,6,5e175705cfe8dc000b559793,63924aaf9cf6e7129ddd0692,6392717d613b52b976469f73
2022-12-08 15:21:12,2022-12-08 15:23:19,IP Address,98.165.66.24,100,126,True,2022-12-08 15:23:19,R_0rfHPXmPTv32pYl,,,,,33.6262,-112.0074,anonymous,EN,,Work on a company project that may help you advance your career,43,Male,,Working - as a full-time paid employee,,6,5f13b19f870c8b3cccba516a,63924aaf9cf6e7129ddd0692,639271636ab0502b40a52d7d
2022-12-08 15:21:59,2022-12-08 15:23:26,IP Address,174.209.96.35,100,87,True,2022-12-08 15:23:26,R_R3OZcRNl3u5TEs1,,,,,33.8019,-84.3861,anonymous,EN,,Work on a company project that may help you advance your career,39,Female,,Working - as a full-time paid employee,,6,5df11e6cdc85350234932daa,63924aaf9cf6e7129ddd0692,6392719144154782f473efb8
2022-12-08 15:23:24,2022-12-08 15:24:09,IP Address,69.247.38.1,100,44,True,2022-12-08 15:24:09,R_3D15LVvyjvBpZYd,,,,,26.6067,-81.9507,anonymous,EN,Work on a company project that may lead the company in a new direction,,56,Male,,Working - as a full-time paid employee,,9,5e7a6846f0f631000a4e2b9d,63924b2f5e5b8d415146515f,639271e81e2e033b59a38c9a
2022-12-08 15:23:43,2022-12-08 15:24:59,IP Address,70.120.0.90,100,76,True,2022-12-08 15:24:59,R_1M5nfFhixBvBta4,,,,,29.5443,-98.5499,anonymous,EN,,Help a colleague or friend with a company project,62,Male,,Working - as a full-time paid employee,,7,5e3581ed0082f15283413024,63924b2f5e5b8d415146515f,639271f9b62892485562b8ca
2022-12-08 15:26:36,2022-12-08 15:27:36,IP Address,73.161.253.178,100,60,True,2022-12-08 15:27:37,R_3szUAHjX2jehWJ2,,,,,42.7367,-84.4758,anonymous,EN,Help a colleague or friend with a company project,,54,Female,,Working - as a full-time paid employee,,6,5ef8c7d9b630670523229373,63924b2f5e5b8d415146515f,639272a5da2ef97541144c6a
2022-12-08 15:29:28,2022-12-08 15:30:26,IP Address,167.142.114.26,100,57,True,2022-12-08 15:30:26,R_3FIFz2GHFbUTSqg,,,,,41.2946,-92.6442,anonymous,EN,,Help a colleague or friend with a company project,55,Female,,Working - as a full-time paid employee,,7,63852fbf95d78ba25b99005e,63924b2f5e5b8d415146515f,6392734fb30d2dcb26469f71
2022-12-08 15:32:41,2022-12-08 15:33:58,IP Address,104.162.78.222,100,77,True,2022-12-08 15:33:58,R_yUZDdxmLD86Oj4J,,,,,40.6208,-74.0426,anonymous,EN,Work on a company project that may lead the company in a new direction,,59,Male,,Working - as a full-time paid employee,,7,6299225c1dafef4e3554dbbd,63924b2f5e5b8d415146515f,639273ef260b057a82a52d82
2022-12-08 15:31:59,2022-12-08 15:34:56,IP Address,73.138.208.150,100,177,True,2022-12-08 15:34:57,R_piLecR7wiNzal7X,,,,,25.9823,-80.1405,anonymous,EN,,Work on a company project that may help you advance your career,59,Male,,Working - self-employed,,7,60e9e8092cfc1f464753dd71,63924b2f5e5b8d415146515f,639273e72a0ecc04636377a3
2022-12-08 15:34:38,2022-12-08 15:35:39,IP Address,98.186.39.170,100,61,True,2022-12-08 15:35:40,R_27KzUUDQEMKlhCV,,,,,37.8569,-97.2598,anonymous,EN,,Help a colleague or friend with a company project,56,Female,,Working - as a full-time paid employee,,5,60a2743299a0c895f50925f4,63924b2f5e5b8d415146515f,639274882500079fb0dd05f5
2022-12-08 15:39:15,2022-12-08 15:39:47,IP Address,76.178.28.3,100,31,True,2022-12-08 15:39:47,R_325TCczGcPjmoKj,,,,,47.7992,-116.7393,anonymous,EN,Help a colleague or friend with a company project,,58,Male,,Working - as a full-time paid employee,,6,5ce5e6c19c40b2001b3a031f,63924b2f5e5b8d415146515f,639275a0955f5298c65e4459
2022-12-08 15:39:16,2022-12-08 15:40:37,IP Address,75.118.57.218,100,80,True,2022-12-08 15:40:37,R_2CdMqlCZjoPCMgO,,,,,41.502,-82.0091,anonymous,EN,,Work on a company project that may help you advance your career,57,Male,,Working - as a full-time paid employee,,6,610f326ceebada4236a67080,63924b2f5e5b8d415146515f,6392759d76afdbefefd45c0f
2022-12-08 15:41:17,2022-12-08 15:42:20,IP Address,107.13.195.234,100,62,True,2022-12-08 15:42:21,R_3LX32CKEyioHOtT,,,,,35.6577,-78.3837,anonymous,EN,Help a colleague or friend with a company project,,55,Male,,Working - as a full-time paid employee,,5,62672c410f14e7008e2a90ee,63924b2f5e5b8d415146515f,639276163ca1995baf6d57d3
2022-12-08 15:41:26,2022-12-08 15:42:33,IP Address,69.226.230.79,100,67,True,2022-12-08 15:42:34,R_28UtuVTzKNukrx4,,,,,33.8574,-84.013,anonymous,EN,,Work on a company project that may help you advance your career,56,Male,,Working - as a full-time paid employee,,7,5dd3dc145e91193b816a60e1,63924b2f5e5b8d415146515f,639276213cef3b973aa0b837
2022-12-08 15:42:10,2022-12-08 15:43:13,IP Address,172.58.4.200,100,63,True,2022-12-08 15:43:14,R_3nGajJAxmePkyFe,,,,,33.8895,-84.2921,anonymous,EN,Work on a company project that may lead the company in a new direction,,61,Male,,Working - as a full-time paid employee,,5,5de831cad4995d000c5fb540,63924b2f5e5b8d415146515f,6392764cc9f0955cae63d9bc
2022-12-08 15:42:32,2022-12-08 15:43:34,IP Address,172.59.24.210,100,61,True,2022-12-08 15:43:34,R_bIvX71D3Js3JxwR,,,,,41.452,-81.6146,anonymous,EN,Help a colleague or friend with a company project,,56,Male,,Working - as a full-time paid employee,,6,6266a95d927943d0147dc188,63924b2f5e5b8d415146515f,63927657a31a45e6c9a38cd9
2022-12-08 15:43:24,2022-12-08 15:44:31,IP Address,73.153.11.26,100,67,True,2022-12-08 15:44:32,R_2BnsE5G7PbJp7gu,,,,,39.8294,-104.9095,anonymous,EN,,Work on a company project that may help you advance your career,54,Female,,Working - as a full-time paid employee,,6,5c44cf2da5487b00011d0b80,63924b2f5e5b8d415146515f,63927696eb8d220f045e449a
2022-12-08 15:43:41,2022-12-08 15:44:42,IP Address,24.12.44.253,100,61,True,2022-12-08 15:44:42,R_21vX93NaU1e2aaF,,,,,41.6133,-87.0446,anonymous,EN,,Work on a company project that may help you advance your career,61,Female,,Working - as a full-time paid employee,,7,609c6cc79875c8f0ba5d2242,63924b2f5e5b8d415146515f,639276a7bea17e692ac5480f
2022-12-08 15:44:20,2022-12-08 15:45:11,IP Address,68.43.243.69,100,50,True,2022-12-08 15:45:11,R_tPNvkbWHzWOJORH,,,,,43.0628,-83.629,anonymous,EN,Help a colleague or friend with a company project,,57,Male,,Working - as a full-time paid employee,,7,5ec44da606cb7931f04a35e9,63924b2f5e5b8d415146515f,639276cf490d7e7233465132
2022-12-08 15:44:18,2022-12-08 15:46:59,IP Address,76.33.168.121,100,160,True,2022-12-08 15:46:59,R_Zk5WWRap7CCN6p3,,,,,34.1994,-118.5972,anonymous,EN,Work on a company project that may help you advance your career,,56,Female,,Working - as a full-time paid employee,,4,6091b418d1cddb4526a44543,63924b2f5e5b8d415146515f,639276cd40cbc043974e9f24
2022-12-08 15:46:20,2022-12-08 15:47:13,IP Address,71.11.142.182,100,52,True,2022-12-08 15:47:13,R_1GIxXadaFAnZOH3,,,,,38.4539,-90.328,anonymous,EN,,Work on a company project that may help you advance your career,68,Female,,Working - as a full-time paid employee,,6,5dd56e51954d1952f17bb57b,63924b2f5e5b8d415146515f,63927745af77367f9744a395
2022-12-08 15:46:49,2022-12-08 15:47:28,IP Address,148.59.175.197,100,38,True,2022-12-08 15:47:28,R_1hNd7gBtvcjTtoa,,,,,35.1063,-114.5925,anonymous,EN,,Work on a company project that may help you advance your career,56,Female,,Working - as a full-time paid employee,,3,5be8de2ed3560900015c743a,63924b2f5e5b8d415146515f,63927765bba438caab1a7a48
2022-12-08 15:47:31,2022-12-08 15:48:06,IP Address,47.186.20.121,100,34,True,2022-12-08 15:48:07,R_3hGFcTJ8J3S7OAm,,,,,33.0326,-96.7859,anonymous,EN,Help a colleague or friend with a company project,,60,Male,,Working - as a full-time paid employee,,7,614662c1c31697525616534f,63924b2f5e5b8d415146515f,6392778f37ffb2317bd45c63
2022-12-08 15:47:33,2022-12-08 15:48:36,IP Address,70.191.102.214,100,63,True,2022-12-08 15:48:37,R_qxvISCt0o9cufvj,,,,,36.122,-95.9183,anonymous,EN,,Help a colleague or friend with a company project,66,Female,,Working - as a full-time paid employee,,3,638e84c70418d8a2c0aa372e,63924b2f5e5b8d415146515f,6392778e18cb9c916d80187b
2022-12-08 15:48:13,2022-12-08 15:49:00,IP Address,47.36.148.64,100,47,True,2022-12-08 15:49:00,R_3dKfrjbPaq82bZW,,,,,46.2515,-119.1034,anonymous,EN,Work on a company project that may lead the company in a new direction,,59,Female,,Working - self-employed,,6,5e1fc8d45427912f6143b012,63924b2f5e5b8d415146515f,639277b8ca7bd9db73384d39
2022-12-08 15:47:00,2022-12-08 15:50:15,IP Address,72.184.224.122,100,195,True,2022-12-08 15:50:15,R_2vccPwRxjagjgUR,,,,,28.0303,-82.7816,anonymous,EN,Help a colleague or friend with a company project,,64,Female,,Working - as a full-time paid employee,,5,5995be89f9db7d0001895993,63924b2f5e5b8d415146515f,63927766ad6af2f17a0688f0
2022-12-08 15:50:45,2022-12-08 15:51:18,IP Address,166.182.81.127,100,32,True,2022-12-08 15:51:18,R_9Wt9WlYNFD0b83v,,,,,37.751,-97.822,anonymous,EN,Help a colleague or friend with a company project,,66,Female,,Working - as a full-time paid employee,,6,5bc5552a23ecbb00012d6cb5,63924b2f5e5b8d415146515f,6392784f51d49acf28a38c9c
2022-12-08 15:49:58,2022-12-08 15:51:19,IP Address,70.57.82.233,100,80,True,2022-12-08 15:51:19,R_1256iIZzlbap5nI,,,,,37.2117,-93.299,anonymous,EN,,Help a colleague or friend with a company project,74,Male,,Working - as a full-time paid employee,,6,5484655ffdf99b07b28f22cc,63924b2f5e5b8d415146515f,639278204e115a507d73f00e
2022-12-08 15:50:21,2022-12-08 15:52:04,IP Address,98.165.241.146,100,102,True,2022-12-08 15:52:04,R_2ygu8tHd8VYRcfr,,,,,33.6069,-112.2822,anonymous,EN,,Work on a company project that may help you advance your career,58,Female,,Working - as a full-time paid employee,,5,6304e1c6e359b6e618e00ada,63924b2f5e5b8d415146515f,639278387026977795e9dfb9
2022-12-08 15:52:03,2022-12-08 15:52:37,IP Address,104.10.217.193,100,33,True,2022-12-08 15:52:37,R_1kIJgmIoH5jPVQo,,,,,41.7517,-88.2414,anonymous,EN,Work on a company project that may help you advance your career,,55,Female,,Working - as a full-time paid employee,,6,601cbb3526aa517be4a924ce,63924b2f5e5b8d415146515f,6392789e2c61ba433b3c1d83
2022-12-08 15:52:46,2022-12-08 15:53:54,IP Address,72.86.133.57,100,67,True,2022-12-08 15:53:55,R_R5j0HL6cBv253BD,,,,,40.6322,-75.8563,anonymous,EN,Help a colleague or friend with a company project,,61,Male,,Working - as a full-time paid employee,,3,5c506a7b8ac59200014d05da,63924b2f5e5b8d415146515f,639278ad3b50510dfd62b8f9
2022-12-08 15:53:51,2022-12-08 15:54:21,IP Address,174.172.208.17,100,30,True,2022-12-08 15:54:22,R_3PMPjr3TiGDD4eX,,,,,37.751,-97.822,anonymous,EN,Work on a company project that may help you advance your career,,54,Male,,Working - as a full-time paid employee,,7,6307bee7b345c1bf0fb2f362,63924b2f5e5b8d415146515f,6392790938477cc4e6a52d77
2022-12-08 15:53:31,2022-12-08 15:54:55,IP Address,99.174.254.22,100,83,True,2022-12-08 15:54:55,R_dpetw925pfX4lMt,,,,,32.7449,-117.165,anonymous,EN,,Work on a company project that may lead the company in a new direction,58,Female,,Working - self-employed,,3,6368241117f4ca6d6fcbc7f3,63924b2f5e5b8d415146515f,639278f68e168167bb801870
2022-12-08 15:51:21,2022-12-08 15:55:45,IP Address,66.196.15.87,100,263,True,2022-12-08 15:55:45,R_3PS19Ac6kYgUQz0,,,,,31.5822,-97.1768,anonymous,EN,,Work on a company project that may help you advance your career,60,Female,,Working - self-employed,,3,63192b009a902051e89fabf1,63924b2f5e5b8d415146515f,63927873fbc6f7ff5edddb22
2022-12-08 15:55:07,2022-12-08 15:56:15,IP Address,73.17.135.74,100,67,True,2022-12-08 15:56:15,R_32WveQaO1TcXhsx,,,,,42.5327,-71.0339,anonymous,EN,,Work on a company project that may help you advance your career,66,Male,,Working - self-employed,,6,5d1511f1e814b800016108a6,63924b2f5e5b8d415146515f,6392794a66c4ba108344a386
2022-12-08 15:54:53,2022-12-08 15:56:18,IP Address,206.74.105.224,100,84,True,2022-12-08 15:56:18,R_12JEEGCdKRDXjpa,,,,,34.1852,-82.3778,anonymous,EN,,Work on a company project that may lead the company in a new direction,58,Female,,Working - as a full-time paid employee,,6,5b2bfb37163ead00013fb8b4,63924b2f5e5b8d415146515f,63927949ed37c95f70d45bf0
2022-12-08 15:56:04,2022-12-08 15:56:44,IP Address,209.122.50.27,100,39,True,2022-12-08 15:56:45,R_1CEN3UysAX2fcCA,,,,,42.0128,-88.0967,anonymous,EN,Work on a company project that may help you advance your career,,56,Male,,Working - as a full-time paid employee,,8,5ed856266cb96135ff953e31,63924b2f5e5b8d415146515f,63927990e6cb0d1d01712c15
2022-12-08 15:55:57,2022-12-08 15:57:18,IP Address,71.28.123.86,100,80,True,2022-12-08 15:57:19,R_2WuqEJ19sEEMxXv,,,,,38.5382,-82.9213,anonymous,EN,Work on a company project that may help you advance your career,,60,Female,,Working - as a full-time paid employee,,5,5bbf523d83f9790001ce549a,63924b2f5e5b8d415146515f,6392798cd4faad5924068909
2022-12-08 15:56:33,2022-12-08 15:57:30,IP Address,67.185.127.99,100,57,True,2022-12-08 15:57:31,R_OBAAnxHAxtS3Wnv,,,,,47.8388,-122.1985,anonymous,EN,,Work on a company project that may lead the company in a new direction,64,Female,,Working - as a full-time paid employee,,5,629d16db307da2e64ea7b1e7,63924b2f5e5b8d415146515f,639279ab26cfebe9345e4497
2022-12-08 15:57:13,2022-12-08 15:58:11,IP Address,174.238.131.5,100,58,True,2022-12-08 15:58:12,R_1mOYRjunqXIQdQa,,,,,33.5768,-112.2348,anonymous,EN,Help a colleague or friend with a company project,,63,Female,,Working - self-employed,,7,638b9983a3bbe44e543fe28d,63924b2f5e5b8d415146515f,639279d2d70f4efd84976a2a
2022-12-08 15:56:09,2022-12-08 15:58:42,IP Address,35.142.217.211,100,152,True,2022-12-08 15:58:42,R_3DbU7IYncUwc40R,,,,,27.4843,-82.5813,anonymous,EN,,Work on a company project that may lead the company in a new direction,61,Male,,Working - as a full-time paid employee,,9,609a5974625e18ab158c9a3e,63924b2f5e5b8d415146515f,6392798e7dbf81532f5e4459
2022-12-08 15:59:41,2022-12-08 16:00:22,IP Address,65.27.154.30,100,40,True,2022-12-08 16:00:22,R_3oMk3t73UJEiZu2,,,,,40.1117,-82.9728,anonymous,EN,Help a colleague or friend with a company project,,62,Female,,Working - as a full-time paid employee,,9,5c64c8c458987100010e9db7,63924b2f5e5b8d415146515f,63927a3e27853c6b37dddb59
2022-12-08 15:59:16,2022-12-08 16:08:24,IP Address,72.83.137.234,100,547,True,2022-12-08 16:08:25,R_2VfhL6Ps2BKHTKd,,,,,38.8476,-77.3281,anonymous,EN,,Work on a company project that may help you advance your career,55,Female,,Working - as a full-time paid employee,,5,5dd3cfb7b103ee3b428185b2,63924b2f5e5b8d415146515f,63927a52023621fa0e49db05
